"Store","StoreType","Assortment","competition_distance","inventory_risk","forecastability","replenishment_freq","store_segment","avg_daily_forecast","forecast_volatility","avg_mape","pct_excellent","pct_poor","safety_stock","reorder_point","min_stock_level","max_stock_level","optimal_order_qty","demand_cv_pct","alert_level","days_of_stock","velocity_ratio","recommended_order_qty","last_7d_avg_sales","last_7d_mape","sales_rank","accuracy_rank","total_sales","historical_avg_sales","total_customers","avg_daily_customers","sales_per_customer","trading_days","rank_by_avg_sales","rank_by_total_sales","rank_by_efficiency","percentile","promo_day_pct","growth_pct","historical_cv_pct","rfm_segment","composite_score"
556,"d","c","1140","Low risk","Hard to forecast","Every 2 days","High","7238","1037","17.22","35.8","15.3","6526","24678","2964","104296","50666","14.3","MONITOR  - Reorder soon","6.7","1.05","25333","7616","13.4","393","344","5620964","7179","650457","831","8.56","783","401","379","383","62.2","45.1","9.8","25.8","Promo Driven",10
796,"a","c","7180","Low risk","Forecastable","Every 2 days","High","7235","1390","17.26","31.5","13.2","7541","25677","3972","105262","50645","19.2","MONITOR  - Reorder soon","6.0","1.16","25323","8398","17.9","394","347","5643678","7245","520214","668","10.74","779","388","375","194","63.6","44.9","9.8","29.6","Core",7
116,"a","a","680","Low risk","Forecastable","Every 2 days","High","7234","841","12.77","44.5","3.8","5044","24105","2403","103679","50638","11.6","OK       - Stock sufficient","7.2","0.97","25319","7052","7.4","395","75","5711629","7295","593708","758","9.58","783","378","351","295","64.6","45.1","-0.5","19.5","Reliable",11
661,"d","c","2140","Low risk","Forecastable","Every 2 days","High","7219","567","14.42","43.8","9.5","4595","23277","1620","102686","50533","7.9","OK       - Stock sufficient","7.2","0.98","25267","7051","7.8","396","155","5503903","7167","453009","590","12.07","768","403","412","95","62.0","44.8","3.4","20.1","Reliable",9
968,"c","a","1190","Low risk","Forecastable","Every 2 days","High","7219","1343","13.39","47.8","7.6","6601","25495","3838","104904","50533","18.6","MONITOR  - Reorder soon","6.6","1.06","25267","7629","5.2","396","96","5609742","7192","683254","876","8.16","780","400","381","420","62.3","45.1","5.8","25.0","Promo Driven",10
180,"d","a","5800","Low risk","Forecastable","Every 2 days","High","7210","491","16.51","37.1","14.8","4805","23033","1403","102343","50470","6.8","MONITOR  - Reorder soon","6.5","1.08","25235","7796","15.5","397","295","5660528","7220","661099","843","8.49","784","394","367","389","63.0","45.0","0.7","21.6","Reliable",11
930,"a","a","70","Low risk","Hard to forecast","Every 2 days","High","7209","683","18.82","35.8","20.5","5829","23579","1952","102878","50463","9.5","OK       - Stock sufficient","7.1","0.98","25232","7076","20.3","398","454","5569973","7150","911976","1171","6.07","779","406","392","566","61.8","44.9","-3.5","24.4","Core",9
779,"a","a","16990","Medium risk","Hard to forecast","Every 2 days","High","7209","2106","20.80","31.5","21.0","10304","27646","6019","106945","50463","29.2","MONITOR  - Reorder soon","6.6","1.06","25232","7648","11.2","398","580","5560247","7129","546065","700","10.04","780","411","393","257","61.2","45.1","6.6","40.6","Promo Driven",8
338,"a","c","1590","Low risk","Hard to forecast","Every 2 days","High","7201","805","17.99","33.1","17.1","6003","23904","2301","103115","50407","11.2","MONITOR  - Reorder soon","6.7","1.04","25204","7483","15.1","399","395","5637222","7218","487915","625","11.45","781","396","376","139","62.8","44.8","-6.3","24.7","Core",7
623,"a","a","4080","Low risk","Hard to forecast","Every 2 days","High","7195","1224","19.15","39.4","15.8","7436","25083","3498","104228","50365","17.0","MONITOR  - Reorder soon","6.9","1.02","25183","7345","11.3","400","477","5473895","7146","639137","834","8.49","766","407","427","389","61.7","45.0","-3.9","29.9","Core",8
278,"a","c","9260","Low risk","Forecastable","Every 2 days","High","7193","1101","14.92","43.4","12.5","6214","24726","3147","103849","50351","15.3","MONITOR  - Reorder soon","6.8","1.02","25176","7365","14.0","401","193","5599459","7142","621398","793","8.93","784","409","388","353","61.4","45.0","3.0","25.3","Core",9
1082,"c","a","440","Low risk","Hard to forecast","Every 2 days","High","7192","926","18.29","37.3","18.9","6406","24222","2646","103334","50344","12.9","MONITOR  - Reorder soon","6.8","1.03","25172","7383","15.0","402","416","5494934","7045","807063","1035","6.74","780","430","418","536","59.3","45.1","-0.7","28.2","Promo Driven",9
720,"a","c","15320","Low risk","Hard to forecast","Every 2 days","High","7189","704","16.97","39.6","17.0","5498","23579","2012","102658","50323","9.8","MONITOR  - Reorder soon","6.1","1.14","25162","8207","16.8","403","329","5618245","7166","562504","717","9.89","784","404","380","268","61.9","45.0","2.3","24.1","Promo Driven",10
37,"c","a","4230","Low risk","Hard to forecast","Every 2 days","High","7185","718","20.99","34.3","24.3","6362","23607","2052","102642","50295","10.0","MONITOR  - Reorder soon","6.5","1.07","25148","7707","19.9","404","590","5549053","7114","609251","781","9.05","780","415","396","342","60.8","45.0","-3.4","26.6","Core",8
185,"d","c","1860","Low risk","Hard to forecast","Every 2 days","High","7183","796","19.71","31.9","20.9","6321","23824","2275","102837","50281","11.1","OK       - Stock sufficient","7.2","0.97","25141","6999","19.6","405","517","5621764","7171","427459","545","13.01","784","402","378","49","62.1","45.0","7.7","26.2","Core",9
689,"d","a","15040","Low risk","Hard to forecast","Every 2 days","High","7159","947","19.93","32.6","20.6","6784","24183","2706","102932","50113","13.2","OK       - Stock sufficient","7.0","1.00","25057","7180","9.5","406","536","5503014","7046","557206","713","9.76","781","429","413","277","59.4","44.8","-5.7","27.0","Core",6
304,"a","a","1950","Low risk","Hard to forecast","Every 2 days","High","7157","937","17.42","35.2","17.5","6241","24149","2678","102876","50099","13.1","MONITOR  - Reorder soon","6.9","1.01","25050","7229","16.5","407","357","5541079","7068","827856","1056","6.63","784","423","398","542","60.0","45.0","0.4","25.5","Core",9
243,"a","a","310","Low risk","Hard to forecast","Every 2 days","High","7149","923","22.39","28.6","24.3","7212","24085","2638","102724","50043","12.9","MONITOR  - Reorder soon","5.6","1.24","25022","8861","24.0","408","653","4407146","7074","594010","953","7.30","623","422","712","496","60.1","44.1","-2.0","29.6","Core",6
937,"d","a","2810","Low risk","Hard to forecast","Every 2 days","High","7142","631","20.55","29.3","23.1","5998","23229","1803","101791","49994","8.8","MONITOR  - Reorder soon","6.2","1.13","24997","8086","13.0","409","568","5648895","7233","457265","585","12.23","781","390","374","88","63.4","44.8","7.2","26.2","Core",8
673,"d","c","15170","Low risk","Hard to forecast","Every 2 days","High","7140","849","17.29","35.9","15.9","5954","23846","2426","102386","49980","11.9","WATCH    - Demand surging","5.0","1.40","69972","9970","20.7","410","349","5536916","7126","452784","583","12.08","777","412","401","94","61.1","44.8","19.0","26.6","Core",7
471,"d","a","5300","Low risk","Hard to forecast","Every 2 days","High","7139","483","16.10","40.5","15.0","4665","22797","1380","101326","49973","6.8","MONITOR  - Reorder soon","6.1","1.15","24987","8178","15.7","411","267","4422266","7110","367107","590","11.97","622","417","710","104","60.5","44.1","1.7","21.0","Reliable",8
206,"a","c","380","Low risk","Forecastable","Every 2 days","High","7138","1292","16.45","36.7","12.9","7048","25106","3692","103624","49966","18.1","MONITOR  - Reorder soon","6.5","1.08","24983","7720","16.5","412","289","5575733","7158","623126","800","8.87","779","405","391","358","61.8","44.9","16.0","29.9","Core",7
102,"a","a","150","Low risk","Hard to forecast","Every 2 days","High","7134","917","26.70","24.2","32.8","8064","24023","2621","102497","49938","12.9","MONITOR  - Reorder soon","6.5","1.07","24969","7644","27.0","413","744","5444156","7080","808768","1052","6.60","769","419","437","543","60.3","44.9","4.5","33.1","Core",6
363,"a","a","250","Low risk","Forecastable","Every 2 days","High","7126","650","14.67","41.4","7.9","4845","23236","1858","101622","49882","9.1","MONITOR  - Reorder soon","6.6","1.06","24941","7559","14.1","414","172","5593213","7134","734675","937","7.56","784","410","389","471","61.3","45.0","4.4","20.3","Reliable",10
47,"a","c","270","Low risk","Forecastable","Every 2 days","High","7123","893","16.16","37.7","13.1","5842","23921","2552","102274","49861","12.5","MONITOR  - Reorder soon","6.7","1.05","24931","7451","12.0","415","270","5601760","7145","721790","921","7.68","784","408","386","463","61.6","45.0","11.2","24.4","Core",9
582,"a","a","120","Low risk","Hard to forecast","Every 2 days","High","7114","1025","19.71","33.6","18.9","6937","24271","2929","102525","49798","14.4","OK       - Stock sufficient","7.3","0.96","24899","6857","14.8","416","517","5492051","7023","675115","863","8.05","782","436","420","430","58.7","44.8","0.7","28.4","Core",7
120,"d","a","2290","Low risk","Hard to forecast","Every 2 days","High","7111","781","17.80","35.1","17.6","5849","23565","2232","101786","49777","11.0","MONITOR  - Reorder soon","6.0","1.17","24889","8297","16.0","417","380","5552990","7110","498431","638","11.03","781","417","394","173","60.5","44.8","1.4","24.3","Core",8
313,"d","c","14160","Low risk","Hard to forecast","Every 2 days","High","7109","1308","20.10","33.1","22.3","7822","25065","3738","103264","49763","18.4","MONITOR  - Reorder soon","6.1","1.15","24882","8198","16.0","418","545","5533037","7075","552885","707","9.84","782","421","403","272","60.1","45.1","1.0","31.6","Promo Driven",8
630,"a","a","1690","Medium risk","Hard to forecast","Every 2 days","High","7109","1970","19.41","35.3","20.4","9574","26957","5630","105156","49763","27.7","OK       - Stock sufficient","7.6","0.92","24882","6529","18.4","418","498","5403029","6936","618196","794","8.64","779","463","451","376","56.1","44.9","1.0","37.7","Core",6
300,"a","c","120","Low risk","Forecastable","Every 2 days","High","7107","603","14.93","42.2","11.7","4756","23044","1723","101221","49749","8.5","MONITOR  - Reorder soon","6.0","1.17","24875","8326","12.4","419","194","5534680","7078","687137","879","7.99","782","420","402","436","60.2","44.9","14.2","21.8","Reliable",10
343,"d","a","18650","Low risk","Hard to forecast","Every 2 days","High","7105","840","20.30","31.6","18.7","6523","23716","2401","101871","49735","11.8","MONITOR  - Reorder soon","6.4","1.10","24868","7800","17.2","420","554","5608306","7199","546982","702","10.12","779","399","383","249","62.4","44.9","12.7","28.0","Core",7
980,"a","a","4420","Low risk","Hard to forecast","Every 2 days","High","7103","1093","19.48","32.0","18.2","7078","24433","3124","102566","49721","15.4","OK       - Stock sufficient","7.1","0.99","24861","7047","10.7","421","501","5468281","7020","432164","555","12.52","779","437","429","71","58.6","44.9","-1.5","28.0","Core",7
94,"d","c","14620","Low risk","Hard to forecast","Every 2 days","High","7095","990","19.45","32.4","20.1","6773","24114","2829","102159","49665","14.0","MONITOR  - Reorder soon","6.3","1.10","24833","7836","15.9","422","499","5547371","7121","498672","640","10.97","779","413","397","177","61.0","44.9","6.2","28.0","Core",7
856,"a","a","3020","Low risk","Forecastable","Every 2 days","High","7093","590","15.58","35.5","10.3","4844","22965","1686","100988","49651","8.3","MONITOR  - Reorder soon","6.3","1.11","24826","7863","14.0","423","234","5599626","7142","750983","958","7.40","784","409","387","486","61.4","45.0","-0.6","20.6","Reliable",10
711,"d","a","17110","Low risk","Hard to forecast","Every 2 days","High","7082","811","20.47","30.2","22.2","6461","23564","2318","101466","49574","11.5","OK       - Stock sufficient","7.4","0.95","24787","6714","15.4","424","563","4307666","6914","318552","511","13.36","623","468","731","31","55.6","44.1","-2.7","26.8","Core",6
954,"a","a","390","Low risk","Hard to forecast","Every 2 days","High","7081","795","23.36","29.8","27.1","6999","23515","2272","101406","49567","11.2","OK       - Stock sufficient","7.3","0.95","24784","6747","24.4","425","689","5426552","6966","705305","905","7.59","779","455","447","470","56.8","44.9","2.1","29.3","Core",7
1073,"a","c","1710","Low risk","Forecastable","Every 2 days","High","7073","902","14.18","43.5","8.1","5444","23797","2578","101600","49511","12.8","MONITOR  - Reorder soon","6.8","1.03","24756","7296","11.1","426","138","5668621","7277","715327","918","7.84","779","381","363","448","64.4","44.9","15.7","24.9","Core",9
1037,"a","c","150","Low risk","Hard to forecast","Every 2 days","High","7069","633","18.40","35.6","19.1","5526","23016","1809","100775","49483","9.0","OK       - Stock sufficient","7.3","0.95","24742","6745","21.7","427","425","5387026","6906","681679","874","7.84","780","470","454","448","55.4","45.0","-4.9","25.4","Core",9
246,"c","a","4660","Low risk","Forecastable","Every 2 days","High","7068","687","14.24","42.3","8.6","4840","23167","1963","100915","49476","9.7","MONITOR  - Reorder soon","6.5","1.08","24738","7614","12.3","428","143","5551547","7081","734843","937","7.50","784","418","395","477","60.4","45.0","2.3","20.8","Reliable",10
413,"a","c","760","Low risk","Forecastable","Every 2 days","High","7059","1103","14.39","40.6","5.8","6055","24329","3152","101978","49413","15.6","MONITOR  - Reorder soon","5.9","1.18","24707","8334","15.9","429","153","4390211","7058","553592","890","7.89","622","426","714","444","59.7","44.1","3.6","23.9","Core",7
190,"a","a","1470","Low risk","Forecastable","Every 2 days","High","7053","763","13.79","41.4","5.4","4960","23340","2181","100923","49371","10.8","MONITOR  - Reorder soon","5.4","1.29","24686","9085","17.3","430","111","4477750","7199","408097","656","10.91","622","399","693","181","62.4","44.1","12.2","21.1","Reliable",8
605,"d","a","10310","Low risk","Hard to forecast","Every 2 days","High","7052","643","19.89","30.8","21.5","5846","22994","1838","100566","49364","9.1","MONITOR  - Reorder soon","5.7","1.23","24682","8668","19.5","431","533","5466800","7027","395780","509","13.66","778","435","431","25","58.8","44.7","8.9","26.4","Core",6
624,"a","c","6920","Low risk","Forecastable","Every 2 days","High","7050","1374","15.34","42.0","12.4","7017","25077","3927","102627","49350","19.5","MONITOR  - Reorder soon","6.9","1.01","24675","7117","16.5","432","220","5467853","7019","531966","683","10.17","779","438","430","244","58.5","44.9","1.7","28.8","Core",7
553,"c","a","3040","Low risk","Forecastable","Every 2 days","High","7048","1343","15.88","42.5","14.8","7037","24982","3838","102510","49336","19.1","MONITOR  - Reorder soon","5.6","1.26","24668","8855","15.4","433","252","5468991","7039","496306","639","10.99","777","431","428","175","59.2","44.8","10.4","28.6","Core",7
936,"a","a","580","Low risk","Forecastable","Every 2 days","High","7046","534","15.39","38.2","8.9","4625","22664","1526","100170","49322","7.6","OK       - Stock sufficient","7.2","0.98","24661","6881","15.3","434","222","5496846","7056","694390","891","7.87","779","427","416","446","59.6","44.9","-5.3","20.2","Reliable",10
401,"a","c","9200","Medium risk","Forecastable","Every 2 days","High","7036","1888","16.94","38.6","14.9","8802","26504","5396","103900","49252","26.8","MONITOR  - Reorder soon","6.1","1.15","24626","8077","15.9","435","326","5480695","7027","504539","647","10.82","780","435","424","188","58.8","45.1","13.7","36.3","Promo Driven",8
1070,"c","c","400","Low risk","Hard to forecast","Every 2 days","High","7033","668","19.07","33.2","19.7","5742","23008","1909","100371","49231","9.5","MONITOR  - Reorder soon","5.7","1.23","24616","8653","21.3","436","473","5515214","7035","680475","868","8.03","784","432","408","432","59.2","45.0","6.1","25.5","Core",9
